x,y,label
1.736304766562291,3.145576943845211,beta
3.046586140500274,1.6625971154736723,beta
-0.13938580096263786,-0.26888607577934853,alpha
3.2292536316506153,3.18424348058596,beta
1.8943409613405136,3.295724279439849,beta
1.439441598481684,0.15729096445792595,alpha
1.5467113707410642,2.1979390966615853,beta
3.2379804410011106,1.8251778984800469,beta
1.5130267493176466,2.339115561854143,beta
1.3073239870242506,-0.09010844763930281,alpha
1.4288190726773031,0.8705335750385852,alpha
-0.012836248396054573,-0.35848644854246836,alpha
1.6301733173582713,2.9933574182724785,beta
-0.04856080264233742,-0.3361106660032478,alpha
1.7647823377469591,1.8221689081259451,beta
2.8205496904606253,1.552768298701106,beta
3.4999990217608077,2.5013987413726246,beta
0.0016234169686504818,1.3669606574037811,alpha
1.2292536316506153,1.1842434805859596,alpha
2.2008582668807266,3.454208689703881,beta
3.289500857977915,3.1137494564169783,beta
0.6139690369526623,1.4934843021487971,alpha
2.1353934626863222,1.568838320726132,beta
-0.2715814305642048,-0.13613056522108358,alpha
1.4318250550651812,0.13709220626614788,alpha
1.7711403869512226,1.8153368240759646,beta
0.0375575782108169,-0.38664931428933913,alpha
3.428819072677303,2.870533575038585,beta
1.3823461627056663,0.9706009447064312,alpha
0.1489173973234385,-0.4363444911451403,alpha
2.573574370761361,1.5027102667895003,beta
1.8719275374229827,1.7218451428202475,beta
0.5044558729119321,1.4999900725490192,alpha
1.785968664304888,3.2001137419344476,beta
-0.27742097901213636,-0.12898062083963402,alpha
3.447493570806172,2.1802251834791084,beta
3.4649121406533245,2.7625729628499824,beta
-0.4998607394856044,0.5166883682635657,alpha
0.13735957650986858,-0.43192914068125277,alpha
1.9514391973576626,1.6638893339967522,beta
0.45847588857172805,-0.4991375021337616,alpha
3.497857868531609,2.4345807810383366,beta
1.2145273802081753,-0.19960747775652143,alpha
2.9114444164607853,3.4114348534937884,beta
2.536455418317115,1.5006647196884702,beta
1.4835002094325032,0.6809069872786084,alpha
2.084456380243883,1.590426748370433,beta
1.3797946988534373,0.9753538554270804,alpha
2.953704127466343,3.391152380190955,beta
2.1690692945387404,3.443655057837827,beta
3.3194338859922543,1.9268262859414844,beta
2.3923984240709713,1.5058059038308518,beta
0.17806087479810617,1.4467603707719494,alpha
3.3114610698293383,1.9155935214669284,beta
-0.18594720849300184,1.2276513087740986,alpha
1.4994359907728292,0.4664187500540315,alpha
-0.4644402455058485,0.7643009891177455,alpha
2.348767918493804,1.511501715973516,beta
0.6957615272738611,-0.48065153058535803,alpha
1.5350975641533595,2.7626086238058827,beta
3.333348740294628,3.05274757082176,beta
2.695761527273861,1.519348469414642,beta
1.5101868246981955,2.357627678255359,beta
3.3823461627056663,2.9706009447064314,beta
1.018712791282125,1.3549485599498408,alpha
3.4125831118774252,2.0911087382737135,beta
1.175381659388311,-0.2374683818048685,alpha
0.19413457418659102,-0.4520747561467965,alpha
2.1137120547921486,1.5776217568767703,beta
1.1596868625233254,1.2515405800182258,alpha
0.053722183283014535,-0.3948944688097702,alpha
3.255465118394254,3.155188869631922,beta
-0.4902976119227225,0.638962728168934,alpha
3.313829986689384,3.0811030483185897,beta
3.48241553627788,2.313292437004159,beta
1.5352216482634837,2.763064121500008,beta
-0.3870321141904913,0.9617077304905639,alpha
0.08445638024388313,-0.40957325162956704,alpha
2.632575083378413,3.491172965363365,beta
1.3447459032886857,1.0351675988669178,alpha
1.7169151042381023,1.8780851778341523,beta
2.194134574186591,1.5479252438532036,beta
0.9638574725184351,-0.38590984032733777,alpha
1.1889079457178338,1.2248488410191702,alpha
1.6129678858095087,2.9617077304905637,beta
1.3333487402946278,1.0527475708217602,alpha
2.754783686809048,1.5330019271291235,beta
1.4661566814775195,0.7579559397190664,alpha
-0.04077910229206205,-0.3411646465016177,alpha
3.488083082260592,2.3460785182295596,beta
2.504455872911932,3.499990072549019,beta
-0.4647783517365164,0.7630641215000076,alpha
2.44018390821796,3.498209414483716,beta
0.0915923883944586,-0.41279966190980655,alpha
0.16485840813285124,-0.4421677734887526,alpha
0.35844171694399096,-0.48992992302396576,alpha
1.9871637516039455,1.6415135514575316,beta
3.462853771312912,2.7700233602274116,beta
1.3536904706241515,1.020780741162262,alpha
1.520576094514094,2.70181380865227,beta
1.517853293667942,2.688116578857607,beta
-0.4085831386937441,0.08229594198592627,alpha
0.35783481380884685,1.4898429470553571,alpha
2.5180303617427073,1.5001625601851933,beta
1.9271615916630065,1.6803316780953774,beta
1.313829986689384,1.0811030483185895,alpha
2.1648584081328512,1.5578322265112474,beta
1.8606141990373621,1.7311139242206515,beta
0.34876791849380423,-0.488498284026484,alpha
2.039683543501045,1.6122451014631087,beta
3.1889079457178338,3.2248488410191705,beta
1.9144850640801394,3.310661618565207,beta
0.08671755769269374,-0.41060288978264725,alpha
3.1379919832990613,3.270043004803063,beta
1.8501178922053547,3.260035029435084,beta
1.5953627343553167,2.0738176240071504,beta
0.5411542114971961,-0.4991528065696679,alpha
0.9418137750033986,-0.39710678752155604,alpha
1.497392899004953,0.4278376482194792,alpha
1.48241553627788,0.31329243700415943,alpha
-0.4959298444634541,0.40986818038561423,alpha
3.4973928990049528,2.4278376482194792,beta
1.255465118394254,1.155188869631922,alpha
1.5096776250742017,2.638786143837656,beta
3.474645595339707,2.2762457520293577,beta
1.8647299900018495,1.7277098897454728,beta
-0.492968666003754,0.38162251761958565,alpha
2.458475888571728,1.5008624978662384,beta
1.4847822404037294,0.3262071952426941,alpha
3.499435990772829,2.4664187500540313,beta
-0.48679114481521524,0.6619976435454442,alpha
0.3129205063058428,1.4823447780892094,alpha
2.004546896268674,3.3686346884640264,beta
2.247325788216898,1.5324485839502957,beta
-0.4607732746002038,0.7773350226963798,alpha
-0.1715799746873069,-0.24093207353913104,alpha
0.2727743134809013,-0.47384212652047675,alpha
2.179767034557728,1.5526611757960889,beta
-0.13948786729772633,-0.2688011885910463,alpha
1.3810858767973389,0.027043683086625192,alpha
1.74746076311862,1.841452585644746,beta
1.4567104819078849,0.2089586733682265,alpha
0.4635155500024483,1.4993342208232319,alpha
0.3183303579585911,-0.48335961944781236,alpha
3.454784124631469,2.2027000246355213,beta
-0.4821467063320579,0.6881165788576074,alpha
3.30236314360027,1.9031638534807962,beta
0.19171491292087794,-0.4512940161089095,alpha
0.8487707359716188,-0.43720807387144045,alpha
2.358441716943991,1.5100700769760342,beta
0.918246188513368,1.4083337083880791,alpha
-0.4614471287996116,0.7749898516727174,alpha
0.4688365722941551,-0.49951430243574935,alpha
1.587229489040518,2.90847275836066,beta
-0.36597323018813865,-9.035643323596076e-05,alpha
-0.26369523343770906,1.1455769438452112,alpha
-0.28308489576189755,-0.1219148221658477,alpha
2.5617540521465587,1.5019086028606998,beta
1.497857868531609,0.43458078103833675,alpha
2.473141849539086,1.5003607451916372,beta
3.1428746179742646,1.7340285739242989,beta
2.126386605298487,1.572415485629686,beta
2.086717557692694,1.5893971102173527,beta
1.8140527915069982,3.2276513087740986,beta
1.3929959091788864,0.950064779992585,alpha
-0.2585405040919476,1.1516258924044793,alpha
3.487661483473583,2.6566039401252772,beta
1.4746455953397073,0.27624575202935786,alpha
1.4811383635483337,0.3066932190178068,alpha
2.3129205063058427,3.4823447780892094,beta
