x,y,label
3.1638761738632546,3.8450904898097695,beta
3.5604410989115904,1.4391208005907654,beta
1.8349182351047317,1.1555052078926467,beta
2.1800313968715477,1.0345239363906256,beta
0.024804094469545235,1.9227399099508986,alpha
1.826386375345873,3.8402405323971993,beta
2.464819736477272,1.0004126070620387,beta
1.1807031039745302,3.2137616549924495,beta
1.6968230582922292,-0.4042204195548976,alpha
1.023182513508275,2.76269775711312,beta
1.8974192615429442,-0.04517832630137897,alpha
1.8996049545325655,-0.03954237205978095,alpha
-0.6770234913570614,1.4298471384015943,alpha
1.2654393545985507,1.790001005593311,alpha
1.9958961385014706,0.3891183386831309,alpha
-0.5491507970227272,1.5720459902012487,alpha
1.9988459300354922,0.5588292275662413,alpha
1.2748097595648205,1.7843947354622351,alpha
-0.692925183676808,1.4093566440894651,alpha
1.1476932864623115,1.8509494992522568,beta
1.4304788026884565,1.6765242019386837,alpha
1.5835108007665424,-0.5373062925781595,alpha
-0.4998742720425391,-0.6181464305301889,alpha
3.1232007730115043,1.1355877468602593,beta
1.5904701075913055,1.3072069019251373,beta
0.8656189450945829,1.954758669672714,alpha
3.6516459170625906,3.461099204927912,beta
1.3229765086429386,3.4298471384015943,beta
3.995896138501471,2.3891183386831307,beta
1.803464006651691,1.1715280921410929,beta
1.1855013344390786,1.7774397891950062,beta
2.8471935176832046,1.0407342047184267,beta
1.1783332816366794,3.2093638597861687,beta
2.919876126861566,3.940036123884304,beta
1.9215625808396992,0.0212935881394804,alpha
2.98833791854057,1.0817172082706978,beta
-0.5207456004045541,1.5991262071549137,alpha
2.865618945094583,3.9547586696727137,beta
1.0893567672682798,-0.87936891398751,alpha
3.8362304536947818,3.1815336929445515,beta
-0.48886065631664155,-0.6278983120782746,alpha
1.4426674856090969,-0.6667810469730056,alpha
1.500125727957461,1.381853569469811,beta
-0.4897537747694296,1.627114663789654,alpha
-0.011097853289899984,-0.9102407540425344,alpha
-0.8144986655609214,-0.22256021080499377,alpha
1.7226518159929523,-0.36897786902149343,alpha
1.2641446288698048,3.350094995661454,beta
1.4678307123440386,1.6459946388372115,alpha
-0.8035983228242864,-0.24204542497727688,alpha
0.7076647612761576,1.985555568440345,alpha
2.1864844917414543,1.0331298537084526,beta
1.981915176739523,0.7322227571730815,alpha
1.22080481398097,3.283364331627206,beta
3.4452163896588948,1.3352828769524319,beta
-0.6731291875737058,1.4347555344915894,alpha
-0.9819665333761569,0.7318947906984025,alpha
3.293291743856393,1.2269374684921077,beta
1.8295607734926493,1.194455289842066,alpha
3.8170687187189967,3.2178648829493617,beta
-0.9186172022560175,0.9873656055399368,alpha
-0.413703773977689,1.6895988455857411,alpha
2.37139473237387,1.0055232738049042,beta
1.0042723025138114,2.3868688594035024,beta
1.7103804923283716,-0.3859904422683852,alpha
3.8328915685262017,1.811959255165974,beta
1.80967208505301,1.2312721994120257,alpha
2.5975754585517836,1.003177021191748,beta
-0.40161988529053905,-0.698783375947746,alpha
1.8125028529111666,-0.22617922106050958,alpha
2.362109137009779,1.006351410169108,beta
3.9747922404262814,2.7738390906690076,beta
1.5111393436833584,1.3721016879217254,beta
-0.4726066125935837,-0.6419441217236659,alpha
1.6603666422668937,3.7429866550296627,beta
1.0145765556206343,2.291392255924806,beta
-0.4873547046529094,1.6292168468455321,alpha
3.1416306802369993,3.855842937134905,beta
0.37139473237387,-0.9944767261950958,alpha
1.6049517533005004,1.514436603676223,alpha
-0.17361362465412722,1.8402405323971993,alpha
2.3591998532153955,1.0066228478159196,beta
-0.026062634789496775,-0.9047270568613435,alpha
2.968124436747698,3.925082282438334,beta
-0.9994489476934116,0.45934470193049237,alpha
3.9999949430212007,2.4961050146566452,beta
-0.22691225727008169,-0.8120970125072744,alpha
1.9936677618614476,0.6376830315464259,alpha
3.3487181549036102,1.2631986846962802,beta
1.9418504862707522,0.08639732200964267,alpha
2.0320346999345626,1.074865452690636,beta
1.0104066296850227,2.3236152185882615,beta
-0.8216667183633206,1.2093638597861687,alpha
2.8372688957530747,1.038408507154786,beta
1.5273933874064163,1.3580558782763341,beta
1.0497755325750218,1.8956170190212827,alpha
0.2783902183665551,-0.9835393842714042,alpha
2.515432388813026,3.9999206116910067,beta
-0.976817486491725,0.7626977571131199,alpha
3.3730109654975546,3.7197753293623492,beta
1.2518412188942152,1.6680747286273112,beta
1.323962707248831,1.7534294782967157,alpha
2.9663529710556693,3.925662970827099,beta
1.996092051637395,0.39179384015958063,alpha
1.8927450640443186,1.0570109393720977,alpha
3.8358663259252452,1.8177528605710487,beta
0.3591998532153956,-0.9933771521840804,alpha
1.931733462081749,0.9473693033226679,alpha
1.6678132956182874,1.4413883930541922,alpha
1.931404618887613,0.9484203575075592,alpha
3.996092051637395,2.391793840159581,beta
1.3686057075567126,-0.7229162378511058,alpha
-0.9483151621512556,0.10963710334768983,alpha
1.0144742634539745,-0.9090125025149671,alpha
3.0497755325750218,3.895617019021283,beta
3.8360305566747,3.181925473663721,beta
1.8328915685262017,-0.1880407448340261,alpha
3.447888501629113,3.6625434996073545,beta
0.8545337213822177,-0.9574998594864002,alpha
3.846213062763378,3.1615968482733603,beta
3.5273338315668434,1.4070291867949134,beta
3.199738021007107,3.8267881149441525,beta
2.7305070031948144,1.017816974365802,beta
0.14463572673385383,1.9572975788376317,alpha
2.6400311152259817,3.9934494590606566,beta
2.0326234330924113,1.0746722676150315,beta
-0.5418341167688665,-0.5791578536694415,alpha
3.9936677618614476,2.637683031546426,beta
1.3487181549036102,-0.7368013153037198,alpha
-0.19653599334830907,-0.8284719078589071,alpha
1.86781459854277,1.1156973477393588,alpha
3.8295607734926493,3.194455289842066,beta
0.6152647580489007,-0.9955647881492558,alpha
3.442667485609097,1.3332189530269944,beta
2.9153939610431565,3.9413354422648728,beta
0.18232605981670968,1.9659751934219156,alpha
1.0912497628416835,1.984808026744994,beta
1.6516459170625908,1.461099204927912,alpha
1.4754237144726685,1.4044437781952877,beta
0.8061291708807246,1.9684294095174886,alpha
0.18648449174145443,-0.9668701462915474,alpha
2.53179621967587,1.0003370377267018,beta
2.8871357902916066,3.9491811066513716,beta
1.15759117005561,1.8307178970812577,beta
1.4441714199478806,3.565469853888474,beta
1.586296226022311,3.689598845585741,beta
1.1638761738632544,1.8450904898097698,alpha
1.445216389658895,-0.6647171230475681,alpha
1.4858689285929718,3.6052321792306055,beta
3.999095206890308,2.4479081515157697,beta
0.837268895753075,-0.9615914928452141,alpha
-0.9294349129912856,0.9546601252821668,alpha
0.9153939610431566,1.9413354422648728,alpha
0.12472982307202263,1.952298968638498,alpha
1.1374127991147147,1.8728189097369063,beta
0.9806698340104673,-0.9208998946696949,alpha
0.03262343309241145,-0.9253277323849685,alpha
1.7044257337751065,3.771637364550414,beta
3.0893567672682796,1.12063108601249,beta
1.8360305566747004,1.1819254736637208,alpha
-0.6937445917351601,-0.40828071085048157,alpha
1.4508492029772728,3.5720459902012487,beta
1.018033466623843,2.7318947906984024,beta
1.323425070484943,3.430414657685829,beta
-0.6952854726183437,1.4062519732102892,alpha
1.5273338315668434,-0.5929708132050866,alpha
-0.5377956979339957,-0.5830420533615908,alpha
3.9377506082886486,2.0723632518531403,beta
2.615264758048901,1.0044352118507442,beta
3.8647614729669146,3.1224356367570687,beta
-0.9087502371583165,-0.015191973255006097,alpha
0.8871357902916066,1.9491811066513713,alpha
1.9930902873775083,0.35618973006440174,alpha
1.0705650870087144,2.954660125282167,beta
3.6678132956182874,3.441388393054192,beta
-0.9782231072246501,0.7546692860694055,alpha
0.98833791854057,-0.9182827917293022,alpha
3.8510330052492696,1.84830235635908,beta
-0.8424088299443899,-0.16928210291874224,alpha
1.293291743856393,-0.7730625315078923,alpha
3.5835108007665424,1.4626937074218405,beta
1.447888501629113,1.6625434996073545,alpha
-0.77919518601903,1.2833643316272059,alpha
2.8061291708807246,3.968429409517489,beta
1.8462130627633784,1.1615968482733605,alpha
3.921699744549284,2.021701101455897,beta
